y"No.","キーワード検索","地域","件数","会社名","郵便番号","住所","電子メール","URL","コメント","電話番号 1","FAX番号 1","電話番号 2","FAX番号 2","電話番号 3","FAX番号 3","電話番号 4","FAX番号 4","電話番号 5","FAX番号 5","電話番号 6","FAX番号 6","電話番号 7","FAX番号 7","電話番号 8","FAX番号 8","電話番号 9","FAX番号 9","電話番号 10","FAX番号 10","電話番号 11","FAX番号 11","電話番号 12","FAX番号 12","電話番号 13","FAX番号 13","電話番号 14","FAX番号 14","電話番号 15","FAX番号 15","電話番号 16","FAX番号 16","電話番号 17","FAX番号 17","電話番号 18","FAX番号 18","電話番号 19","FAX番号 19","電話番号 20","FAX番号 20","LocName","fX","fY","iConf","iLvl"
,,,,グリルきずき,891-7101,鹿児島県大島郡徳之島町亀津７６５９－１Ｆ,,,,0997-82-0550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/大島郡/徳之島町/亀津/７６５９番地","129.02228","27.73530","5","7"
,,,,洋食屋レクト（Ｒｅｃｔｏ）,894-1503,鹿児島県大島郡瀬戸内町大字古仁屋字大湊８－７－２Ｆ,,,,0997-73-1355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/大島郡/瀬戸内町/古仁屋/大湊/８番地","129.31020","28.14797","5","7"
,,,,メロディ館,895-0012,鹿児島県薩摩川内市平佐町４２３１－１,,,,0996-20-4662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/薩摩川内市/平佐町/４２３１番地","130.32085","31.81677","5","7"
,,,,一番館,899-5114,鹿児島県霧島市隼人町西光寺１０１５－３,,,,0995-42-6945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/霧島市/隼人町西光寺/１０１５番地","130.72966","31.77027","5","7"
,,,,洋食軒ロイヤルキッチン,899-6404,鹿児島県霧島市溝辺町麓８２２,,,,0995-58-3603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/霧島市/溝辺町麓/８２２番地","130.71959","31.80048","5","7"
,,,,お食事レストはーもにー,893-0014,鹿児島県鹿屋市寿４丁目８－４５,,,,0994-44-9949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/鹿屋市/寿/四丁目/８番","130.87711","31.39097","5","7"
,,,,グリルダイナー,890-0054,鹿児島県鹿児島市荒田２丁目２３－１７－１Ｆ,,,,099-250-4109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/鹿児島市/荒田/二丁目/２３番","130.54826","31.57249","5","7"
,,,,いねや鹿児島店,892-0828,鹿児島県鹿児島市金生町５－３－１Ｆ,,,,099-239-0531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/鹿児島市/金生町/５番","130.55774","31.59406","5","7"
,,,,やぶれ茶家春山,899-2704,鹿児島県鹿児島市春山町１８８９－５,,,,099-278-7878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/鹿児島市/春山町/１８８９番地","130.45448","31.58229","5","7"
,,,,西洋亭ひろはま,890-0053,鹿児島県鹿児島市中央町２１－１２－１Ｆ,,,,099-250-2337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/鹿児島市/中央町/２１番","130.54228","31.58204","5","7"
,,,,ｃａｓａＶｅｃｃｈｉｏ,891-0405,鹿児島県指宿市湊１丁目３－５－１Ｆ,,,,0993-22-5258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/指宿市/湊/一丁目/３番","130.64345","31.23768","5","7"
,,,,キッチンオガタ,892-0847,鹿児島県鹿児島市西千石町１６－２２－１Ｆ,,,,099-223-9818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/鹿児島市/西千石町/１６番","130.55104","31.58980","5","7"
,,,,ＫＵＷＡＨＡＲＡＫＡＮ,890-0053,鹿児島県鹿児島市中央町１１－７Ｆ,,,,099-812-8861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/鹿児島市/中央町/１１番","130.54428","31.58356","5","7"
,,,,コムギコ／甲南店,890-0053,鹿児島県鹿児島市中央町１６－９－２Ｆ,,,,099-255-0765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/鹿児島市/中央町/１６番","130.54465","31.58203","5","7"
,,,,キッチンサフラン,893-0014,鹿児島県鹿屋市寿２丁目１４－３０－１０１,,,,0994-41-5210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/鹿屋市/寿/二丁目/１４番","130.86528","31.38770","5","7"
,,,,ジャングルキッチン近未来,891-4311,鹿児島県熊毛郡屋久島町安房１４７５－３９,,,,0997-46-2628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/熊毛郡/屋久島町/安房/１４７５番地","130.65327","30.32986","5","7"
,,,,伊太利ＡＮＮ,897-0302,鹿児島県南九州市知覧町郡１９－１,,,,0993-78-3185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/南九州市/知覧町郡/１９番地","130.44101","31.37649","5","7"
,,,,医食同源,897-0222,鹿児島県南九州市川辺町永田４１６４－３,,,,0993-56-0780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/南九州市/川辺町永田","130.37057","31.39457","5","5"
,,,,ビュッフェＷｉｔｈ,895-2506,鹿児島県伊佐市大口原田３３８,,,,0995-29-4515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/伊佐市/大口原田/３３８番地","130.63068","32.05184","5","7"
,,,,あらたや,891-0151,鹿児島県鹿児島市光山１丁目４－１,,,,099-261-6121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/鹿児島市/光山/一丁目/４番","130.50725","31.49542","5","7"
,,,,素敵庵／本店,892-0842,鹿児島県鹿児島市東千石町７－７－１Ｆ,,,,099-225-7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/鹿児島市/東千石町/７番","130.55354","31.59182","5","7"
,,,,ますたーの台所中山,891-0106,鹿児島県鹿児島市自由ヶ丘１丁目１－２６－１Ｆ,,,,099-268-6377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/鹿児島市/自由ケ丘/一丁目/１番","130.51453","31.54230","5","7"
,,,,美松ガーデン,896-0072,鹿児島県いちき串木野市薩摩山３１３７,,,,0996-32-0777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/いちき串木野市/薩摩山","130.27959","31.73832","5","5"
,,,,鯨石庵,894-0026,鹿児島県奄美市名瀬港町２－１０,,,,0997-52-2221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/奄美市/名瀬港町/２番","129.49469","28.38096","5","7"
,,,,ライラック,899-0202,鹿児島県出水市昭和町３３－９,,,,0996-62-6748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/出水市/昭和町/３３番","130.35748","32.08441","5","7"
,,,,赤坂飯店,899-0216,鹿児島県出水市大野原町２５－５,,,,0996-62-1362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/出水市/大野原町/２５番地","130.32950","32.08155","5","7"
,,,,ピザ屋,891-2104,鹿児島県垂水市田神３４９８－３８,,,,0994-32-5807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/垂水市/田神/３４９８番地","130.69943","31.49623","5","7"
,,,,たまねぎ,899-5215,鹿児島県姶良市加治木町本町４０３,,,,0995-63-0913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/姶良市/加治木町本町/４０３番地","130.66588","31.73903","5","7"
,,,,霧島温泉市場,899-6603,鹿児島県霧島市牧園町高千穂３８７８－１１４,paraiso@po2.syncipse.ne.jp,http://www3.synapse.ne.jp/paraiso/,,0995-78-3121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/霧島市/牧園町高千穂/３８７８番地","130.82477","31.88944","5","7"
,,,,かざぐるま,899-8106,鹿児島県曽於市大隅町下窪町１５７,,,,099-482-1903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/曽於市/大隅町下窪町","131.00270","31.58297","5","5"
,,,,グリルとしま亭,894-0106,鹿児島県大島郡龍郷町中勝８０９－６,,,,0997-62-2110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/大島郡/龍郷町/中勝/８０９番地","129.56183","28.38123","5","7"
,,,,としま亭,894-0106,鹿児島県大島郡龍郷町中勝８０９－６,,,,0997-62-2110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/大島郡/龍郷町/中勝/８０９番地","129.56183","28.38123","5","7"
,,,,ふじ,894-0512,鹿児島県奄美市笠利町大字中金久５３－３,,,,0997-63-0473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/奄美市/笠利町大/中金久","129.67459","28.45400","5","6"
,,,,あすなろ,891-6202,鹿児島県大島郡喜界町大字湾３９３－５,,,,0997-65-1150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/大島郡/喜界町/湾/３９３番地","129.93161","28.31992","5","7"
,,,,蒼い珊瑚礁,891-9302,鹿児島県大島郡与論町大字立長６３７－１,,,,0997-97-3599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/大島郡/与論町/立長","128.41141","27.03507","5","5"
,,,,寺田屋,891-4205,鹿児島県熊毛郡屋久島町宮之浦３６６－１,,,,0997-49-1117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/熊毛郡/屋久島町/宮之浦/３６６番地","130.57088","30.42621","5","7"
,,,,知覧茶屋,897-0302,鹿児島県南九州市知覧町郡１７８５６,atom@iris.dti.ne.jp,,,0993-83-4774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/南九州市/知覧町郡/１７８５６番地","130.43192","31.36245","5","7"
,,,,鹿児島ワシントンホテルプラザ／ガスライト,892-0844,鹿児島県鹿児島市山之口町１２－１,,,,099-227-0416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/鹿児島市/山之口町/１２番","130.55328","31.58945","5","7"
,,,,ワシントンホテルプラザ／ガスライト,892-0844,鹿児島県鹿児島市山之口町１２－１,,,,099-227-0416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/鹿児島市/山之口町/１２番","130.55328","31.58945","5","7"
,,,,イルモーレ（ＩＬＭＯＬＥ）,891-0122,鹿児島県鹿児島市南栄１丁目８,,,,099-260-4300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/鹿児島市/南栄/一丁目/８番","130.52650","31.52233","5","7"
,,,,アリスカフェ,899-5114,鹿児島県霧島市隼人町西光寺２４６０－１,,,,0995-43-7788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/霧島市/隼人町西光寺/２４６０番地","130.72467","31.79114","5","7"
,,,,城山観光ホテル／トップグリルスカイラウンジ,890-0016,鹿児島県鹿児島市新照院町４１－１,,,,099-224-2225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/鹿児島市/新照院町/４１番","130.54767","31.59515","5","7"
,,,,ガスライト,892-0844,鹿児島県鹿児島市山之口町１２－１,,,,099-227-0416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/鹿児島市/山之口町/１２番","130.55328","31.58945","5","7"
,,,,キッチンいのうえ,895-1804,鹿児島県薩摩郡さつま町船木５５－８,,,,0996-52-3689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/薩摩郡/さつま町/船木/５５番地","130.45216","31.89417","5","7"
,,,,おむらいす亭イオン隼人国分店,899-5117,鹿児島県霧島市隼人町見次１２２９－１Ｆ,,,,0995-44-6102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/霧島市/隼人町見次/１２２９番地","130.74132","31.73784","5","7"
,,,,美食館,895-1721,鹿児島県薩摩郡さつま町山崎８５９－１,,,,0996-56-9778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/薩摩郡/さつま町/山崎/８５９番地","130.43216","31.86581","5","7"
,,,,食工房その田,890-0075,鹿児島県鹿児島市桜ヶ丘８丁目２５－２１－２,,,,099-264-1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/鹿児島市/桜ケ丘/八丁目/２５番","130.52742","31.54550","5","7"
,,,,トレグラッポリ,899-5116,鹿児島県霧島市隼人町内１０６３－１,,,,0995-42-4143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/霧島市/隼人町内/１０６３番地","130.74976","31.75654","5","7"
,,,,ビストロトカイ,895-2513,鹿児島県伊佐市大口上町３６－９,,,,0995-22-0387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/伊佐市/大口上町/３６番","130.60524","32.06238","5","7"
,,,,ふぁみり庵はいから亭大口店,895-2511,鹿児島県伊佐市大口里５５０,,,,0995-23-5900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/伊佐市/大口里","130.61214","32.06224","5","5"
,,,,ふぁみり庵はいから亭／与次郎本店,890-0062,鹿児島県鹿児島市与次郎１丁目９－７,,,,099-252-7677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/鹿児島市/与次郎/一丁目/９番","130.56551","31.56747","5","7"
,,,,ふぁみり庵はいから亭姶良店,899-5421,鹿児島県姶良市東餅田９３８－１,,,,0995-65-1177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/姶良市/東餅田/９３８番地","130.63950","31.73326","5","7"
,,,,ふぁみり庵はいから亭垂水店,891-2103,鹿児島県垂水市市木４０－２,,,,0994-32-9936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/垂水市/市木/４０番地","130.69998","31.49844","5","7"
,,,,ふぁみり庵はいから亭／札元店,893-0013,鹿児島県鹿屋市札元１丁目３１１９－３,,,,0994-42-6650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/鹿屋市/札元/一丁目","130.86891","31.39746","5","6"
,,,,ふぁみり庵はいから亭枕崎店,898-0035,鹿児島県枕崎市平田町１７９－１,,,,0993-73-5515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/枕崎市/平田町/１７９番地","130.29199","31.28214","5","7"
,,,,Ｂｉｍｉ,890-0056,鹿児島県鹿児島市下荒田４丁目６－１０,,,,099-258-3399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/鹿児島市/下荒田/四丁目/６番","130.55826","31.57161","5","7"
,,,,和彩酒家來,895-0055,鹿児島県薩摩川内市西開聞町８－３,,,,0996-22-5080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/薩摩川内市/西開聞町/８番","130.30136","31.81693","5","7"
,,,,カフェＮＯＤＯＫＡ,891-1201,鹿児島県鹿児島市岡之原町９５３－１,,,,099-213-9078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/鹿児島市/岡之原町","130.54230","31.66091","5","5"
,,,,民宿一軒宿チロル,891-4311,鹿児島県熊毛郡屋久島町安房７８,,http://www11.ocn.ne.jp/~jyochiku/index.html,"                                                宿泊プランをチェック 3,000円～                                                                                                                                                ",0997-46-2101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/熊毛郡/屋久島町/安房/７８番地","130.65472","30.31460","5","7"
,,,,洋食Ａｍａｙａｄｏｒｉ,892-0871,鹿児島県鹿児島市吉野町３２１６－２５５,,,,099-213-9968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/鹿児島市/吉野町/３２１６番地","130.57330","31.64370","5","7"
,,,,三蔵,899-0435,鹿児島県出水市荘９１２,,,,0996-82-1883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/出水市/荘","130.27904","32.08338","5","5"
,,,,花の木,899-5103,鹿児島県霧島市隼人町小浜２４,,,,0995-42-5777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/霧島市/隼人町小浜/２４番地","130.69490","31.73300","5","7"
,,,,ＳＭＩＬＥＤＩＮＩＮＧ青巧,891-0705,鹿児島県南九州市頴娃町上別府１１４０－２,,,,0993-39-0433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/南九州市/頴娃町上別府/１１４０番地","130.46510","31.29516","5","7"
,,,,デラセーラ,893-2301,鹿児島県肝属郡錦江町神川３４７９－８,,,,0994-22-2229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/肝属郡/錦江町/神川","130.79614","31.27506","5","5"
,,,,ＥＡＲＬＹ３５７,893-0015,鹿児島県鹿屋市新川町５５３７－７,,,,0994-38-2190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/鹿屋市/新川町/５５３７番地","130.87141","31.37262","5","7"
,,,,モイズキッチン,891-2303,鹿児島県鹿屋市海道町１１８１,,,,0994-46-2070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/鹿屋市/海道町/１１８１番地","130.78264","31.40634","5","7"
,,,,Ｐｉｅｎａ,891-0604,鹿児島県指宿市開聞仙田２９３２－１,,,,0993-32-4488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/指宿市/開聞仙田/２９３２番地","130.54323","31.20378","5","7"
,,,,トラットリア・メリメロ,892-0842,鹿児島県鹿児島市東千石町７－１,,,,099-239-7373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/鹿児島市/東千石町/７番","130.55354","31.59182","5","7"
,,,,素敵庵／アミュプラザ鹿児島店,890-0053,鹿児島県鹿児島市中央町１－１－５Ｆ,,,,099-252-0222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/鹿児島市/中央町/１番","130.54256","31.58537","5","7"
,,,,みなと,890-0014,鹿児島県鹿児島市草牟田２丁目９－１２,,,,099-223-2175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/鹿児島市/草牟田/二丁目/９番","130.53809","31.60530","5","7"
,,,,レッドペッパー,892-0823,鹿児島県鹿児島市住吉町１０－１,,,,099-216-3618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/鹿児島市/住吉町/１０番","130.56213","31.59026","5","7"
,,,,キッチンＨＡＭＡ,890-0082,鹿児島県鹿児島市紫原１丁目１４－３２,,,,099-800-1394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/鹿児島市/紫原/一丁目/１４番","130.53821","31.56097","5","7"
,,,,タベルナ・シン（ＴＡＶＥＲＮＡ・ＳＨＩＮ）,897-0006,鹿児島県南さつま市加世田本町３６－２,,,,0993-53-5113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/南さつま市/加世田本町/３６番","130.32170","31.41736","5","7"
,,,,ｓｕｑ,892-0842,鹿児島県鹿児島市東千石町７－２－２Ｆ,,,,099-222-9607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/鹿児島市/東千石町/７番","130.55354","31.59182","5","7"
,,,,アレーヌ（Ａｒｅｎｅ）,890-0053,鹿児島県鹿児島市中央町２４－１５－１Ｆ,,,,099-298-1440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/鹿児島市/中央町/２４番","130.54245","31.58129","5","7"
,,,,ピソリーノベイサイド店,892-0812,鹿児島県鹿児島市浜町２－３,,,,099-219-3595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/鹿児島市/浜町/２番","130.56564","31.60108","5","7"
,,,,ビッグボーイ／伊敷店,890-0005,鹿児島県鹿児島市下伊敷１丁目４７－１,,,,099-295-6011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/鹿児島市/下伊敷/一丁目/４７番","130.53073","31.61356","5","7"
,,,,カフェレストプチフルール,893-0032,鹿児島県鹿屋市川西町４４５２－２,,,,0994-45-5017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/鹿屋市/川西町/４４５２番地","130.87358","31.36132","5","7"
,,,,串屋物語イオンモール鹿児島店,891-0115,鹿児島県鹿児島市東開町７－１Ｆ－１６７,,,,099-268-5116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/鹿児島市/東開町/７番","130.53517","31.52797","5","7"
,,,,ガスト鹿児島川内店,895-0061,鹿児島県薩摩川内市御陵下町２８４１－２,,http://www.skylark.co.jp/,,0996-21-1203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/薩摩川内市/御陵下町/２８４１番地","130.28894","31.83411","5","7"
,,,,花むしろ,895-2526,鹿児島県伊佐市大口宮人６３５－１１,,,,0995-28-2525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/伊佐市/大口宮人/６３５番地","130.57498","32.01451","5","7"
,,,,ふぁみり庵はいから亭出水店,899-0206,鹿児島県出水市向江町３５－３０,,,,0996-63-4633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/出水市/向江町/３５番","130.34743","32.07358","5","7"
,,,,ふぁみり庵はいから亭国分店,899-4332,鹿児島県霧島市国分中央３丁目３５－８,,,,0995-46-1234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/霧島市/国分中央/三丁目/３５番","130.76462","31.73770","5","7"
,,,,ふぁみり庵はいから亭指宿店,891-0402,鹿児島県指宿市十町９９８,,,,0993-27-0013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/指宿市/十町/９９８番地","130.63609","31.24885","5","7"
,,,,ふぁみり庵はいから亭川内店,895-0074,鹿児島県薩摩川内市原田町３２－８,,,,0996-25-8560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/薩摩川内市/原田町/３２番","130.30785","31.83103","5","7"
