"No.","業種検索","地域","件数","会社名","郵便番号","住所","電子メール","URL","コメント","電話番号 1","FAX番号 1","電話番号 2","FAX番号 2","電話番号 3","FAX番号 3","電話番号 4","FAX番号 4","座標X","座標Ｙ","icon","iLv","LocName","fX","fY","iConf","iLvl"
,,,,いちい和食料理店,042-0941,北海道函館市深堀町１３－７,cfw08920@nyc.odn.ne.jp,http://www2.odn.ne.jp/~aan71330?index.html,,0138-56-1122,,,,,,,,,,,,"北海道/函館市/深堀町/１３番","140.77719","41.78930","5","7"
,,,,壹番館,052-0102,北海道有珠郡壮瞥町字昭和新山１８４－１１,,,,0142-75-2053,,,,,,,,,,,,"北海道/有珠郡/壮瞥町/昭和新山/１８４番地","140.85808","42.54284","5","7"
,,,,一福・いちふく・そば店,047-0031,北海道小樽市色内１丁目６－８,,,,0134-22-1043,,,,,,,,,,,,"北海道/小樽市/色内/一丁目/６番","140.99995","43.19849","5","7"
,,,,イチロー（ＩＣＨＩＲＯ）,064-0953,北海道札幌市中央区宮の森３条５丁目６－２３,,,,011-644-0160,,,,,,,,,,,,"北海道/札幌市/中央区/宮の森三条/五丁目/６番","141.30473","43.06431","5","7"
,,,,１丁目ダイニングサボテンＰＩＥＲＯ,053-0023,北海道苫小牧市錦町１丁目５－１０,,,,0144-38-0055,,,,,,,,,,,,"北海道/苫小牧市/錦町/一丁目/５番","141.59875","42.63251","5","7"
,,,,一休そば／川沿店,053-0822,北海道苫小牧市川沿町５丁目１２－１９,,,,0144-72-7689,,0120-193114,,,,,,,,,,"北海道/苫小牧市/川沿町/五丁目/１２番","141.52701","42.62231","5","7"
,,,,一休そば／総本店,053-0812,北海道苫小牧市有明町２丁目８－２０,,,,0144-72-3941,,,,,,,,,,,,"北海道/苫小牧市/有明町/二丁目/８番","141.55322","42.61903","5","7"
,,,,一休そば／花園店,053-0853,北海道苫小牧市花園町４丁目８－２４,,,,0144-74-5507,,,,,,,,,,,,"北海道/苫小牧市/花園町/四丁目/８番","141.57297","42.63609","5","7"
,,,,田舎のれすとらん,089-0357,北海道上川郡清水町字御影南１線６８－６１,,,,0156-63-3960,,,,,,,,,,,,"北海道/上川郡/清水町/御影","142.95241","42.93373","5","5"
,,,,イニシャル（ＩＮＩＴＩＡＬ）,060-0063,北海道札幌市中央区南３条西５丁目,,,,011-211-0490,,,,,,,,,,,,"北海道/札幌市/中央区/南三条西/五丁目","141.35074","43.05642","5","6"
,,,,伊風レストラン・ジラソーレ,004-0879,北海道札幌市清田区平岡９条１丁目８－１５,,,,011-886-8612,,,,,,,,,,,,"北海道/札幌市/清田区/平岡九条/一丁目/８番","141.45345","43.01683","5","7"
,,,,いまかねホテル,049-4308,北海道瀬棚郡今金町字今金４３５－２７０,info@hotel-imakane.com,http://www.hotel-imakane.com/,,0137-82-3333,,,,,,,,,,,,"北海道/瀬棚郡/今金町/今金/４３５番地","140.01433","42.42261","5","7"
,,,,イル・ソーニョ,062-0020,北海道札幌市豊平区月寒中央通５丁目２－１１,,,,011-856-9898,,,,,,,,,,,,"北海道/札幌市/豊平区/月寒中央通/五丁目/２番","141.39526","43.03306","5","7"
,,,,ｉｒｏｄｏｒｉ‐ｃａｆｅ,066-0028,北海道千歳市花園２丁目,,,,0123-22-7877,,,,,,,,,,,,"北海道/千歳市/花園/二丁目","141.65822","42.83403","5","6"
,,,,有限会社岩瀬牧場ファームレストランリヴィスタ,073-0107,北海道砂川市一の沢２３７－６,iwase_takemi@iwasefarm.co.jp,http://www.iwasefarm.co.jp/,,0125-56-2166,,,,,,,,,,,,"北海道/砂川市/一の沢","141.96553","43.51719","5","5"
,,,,イン・ザ・スイート・レストラン・ザ・スープ,080-0013,北海道帯広市西３条南１１丁目１,,,,0155-28-7171,,,,,,,,,,,,"北海道/帯広市/西三条南/十一丁目/１番地","143.20042","42.91928","5","7"
,,,,Ｉｎｓｏｍｎｉａ,060-0010,北海道札幌市中央区北１０条西１６丁目３６,insomnia@blue.ocn.ne.jp,,,011-640-6400,,,,,,,,,,,,"北海道/札幌市/中央区/北十条西/十六丁目/３６番地","141.32901","43.07038","5","7"
,,,,印度カレー小いけ本店,040-0043,北海道函館市宝来町２２－５,curryyak@chive.ocn.ne.jp,http://www.clever.co.jp/koike/,,0138-22-5100,,,,,,,,,,,,"北海道/函館市/宝来町/２２番","140.72018","41.76168","5","7"
,,,,インドガンガ店,078-8373,北海道旭川市旭神３条５丁目３－２,,,,0166-66-1666,,,,,,,,,,,,"北海道/旭川市/旭神三条/五丁目/３番","142.38710","43.73259","5","7"
,,,,インド・チベット・ネパール料理ヒマラヤ倶楽部,064-0821,北海道札幌市中央区北１条西２５丁目１－１５,,,,011-644-5797,,,,,,,,,,,,"北海道/札幌市/中央区/北一条西/二十五丁目/１番","141.31915","43.05753","5","7"
,,,,インド料理クリシュナ札幌店,060-0042,北海道札幌市中央区大通西４丁目,,,,011-272-0277,,,,,,,,,,,,"北海道/札幌市/中央区/大通西/四丁目","141.35123","43.06049","5","6"
,,,,インド料理クリシュナ本店,090-0836,北海道北見市東三輪２丁目３６－４,,,,0157-22-5078,,,,,,,,,,,,"北海道/北見市/東三輪/二丁目/３６番地","143.85817","43.80013","5","7"
,,,,イーストハーバーホテル・レストラン光和,087-0027,北海道根室市光和町１丁目２６,,,,0153-23-6040,,,,,,,,,,,,"北海道/根室市/光和町/一丁目/２６番地","145.57864","43.32703","5","7"
,,,,ウィズ・バー,064-0806,北海道札幌市中央区南６条西３丁目,,,,011-512-7707,,,,,,,,,,,,"北海道/札幌市/中央区/南六条西/三丁目","141.35475","43.05335","5","6"
,,,,ウイ（ＷＥ）ソリッドアングル,090-0020,北海道北見市大通東５丁目４－１,,,,0157-22-5580,,,,,,,,,,,,"北海道/北見市/大通東/五丁目","143.90092","43.80909","5","6"
,,,,ウェザーコックカフェ,089-1330,北海道河西郡中札内村大通南７丁目１４,,,,0155-67-2289,,,,,,,,,,,,"北海道/河西郡/中札内村/大通南/七丁目","143.12650","42.69198","5","6"
,,,,ウェザーコックカフェ,089-1330,北海道河西郡中札内村大通南７丁目１４,,,,,0155-67-2219,,,,,,,,,,,"北海道/河西郡/中札内村/大通南/七丁目","143.12650","42.69198","5","6"
,,,,牛亭サッポロファクトリー店,060-0032,北海道札幌市中央区北２条東４丁目１－２,,,,011-271-3700,,,,,,,,,,,,"北海道/札幌市/中央区/北二条東/四丁目/１番地","141.36247","43.06496","5","7"
,,,,牛若丸／大雪店,078-8219,北海道旭川市９条通１９丁目,,,,0166-37-4129,,,,,,,,,,,,"北海道/旭川市/九条通/十九丁目","142.38136","43.76901","5","6"
,,,,牛若丸／南六条通り店,078-8347,北海道旭川市東光７条１丁目５－１２,,,,0166-39-2929,,,,,,,,,,,,"北海道/旭川市/東光七条/一丁目/５番","142.38847","43.74924","5","7"
,,,,ウッディホテル・レストラン夢工房,085-1144,北海道阿寒郡鶴居村字幌呂下幌呂ミナミ４,mugen@yumekobo96.com,http://www.yumekobo96.com,,0154-65-2181,,,,,,,,,,,,"北海道/阿寒郡/鶴居村/幌呂原野基線","144.30775","43.15939","4","5"
,,,,ウッディ・ライフ,071-0509,北海道空知郡上富良野町西９線北３４号,,http://www.d9.dion.ne.jp/~woodylif/,,0167-45-6810,0167-45-6810,,,,,,,,,,,"北海道/空知郡/上富良野町/西九線北","142.42683","43.49932","5","5"
,,,,ウッドランドヒル,062-0033,北海道札幌市豊平区西岡３条６丁目５－１２,,,,011-855-4780,,,,,,,,,,,,"北海道/札幌市/豊平区/西岡三条/六丁目/５番","141.38780","43.01395","5","7"
,,,,海猫屋,047-0031,北海道小樽市色内２丁目２－１４,info@uminekoya.com,http://www.uminekoya.com,,0134-32-2914,,,,,,,,,,,,"北海道/小樽市/色内/二丁目/２番","141.00012","43.19983","5","7"
,,,,海のダイニングしろくま,040-0053,北海道函館市末広町２４－２２,,,,0138-76-9650,,,,,,,,,,,,"北海道/函館市/末広町/２４番","140.71477","41.76636","5","7"
,,,,海の時計,040-0052,北海道函館市大町４－６,,,,0138-24-1555,,,,,,,,,,,,"北海道/函館市/大町/４番","140.70894","41.76883","5","7"
,,,,うめのや,098-5806,北海道枝幸郡枝幸町梅ヶ枝町,,,,0163-62-3388,,,,,,,,,,,,"北海道/枝幸郡/枝幸町/梅ケ枝町","142.57750","44.93434","5","5"
,,,,浦里,049-1512,北海道松前郡松前町字福山１９５,,,,0139-42-2158,,,,,,,,,,,,"北海道/松前郡/松前町/福山","140.11116","41.42801","5","5"
,,,,浦里,049-1512,北海道松前郡松前町字福山１９５,,,,,0139-42-2735,,,,,,,,,,,"北海道/松前郡/松前町/福山","140.11116","41.42801","5","5"
,,,,裏参道牛肉店,064-0801,北海道札幌市中央区南１条西２２丁目２－１１,,,,011-618-1129,,,,,,,,,,,,"北海道/札幌市/中央区/南一条西/二十二丁目/２番","141.32396","43.05561","5","7"
,,,,株式会社エアーニッポン商事／千歳営業所,066-0012,北海道千歳市美々,,,,0123-46-5955,,,,,,,,,,,,"北海道/千歳市/美々","141.69029","42.78782","5","5"
,,,,エストディズッパ,085-0014,北海道釧路市末広町７丁目１,,,,0154-32-0855,,,,,,,,,,,,"北海道/釧路市/末広町/七丁目/１番地","144.38535","42.98561","5","7"
,,,,エゾシーフード,044-0081,北海道虻田郡倶知安町字山田１７０－１６５,,,,0136-22-3019,,,,,,,,,,,,"北海道/虻田郡/倶知安町/山田","140.71840","42.86109","5","5"
,,,,エトワールコーヒー苑,047-0032,北海道小樽市稲穂２丁目１０－１３,,,,0134-32-4056,,,,,,,,,,,,"北海道/小樽市/稲穂/二丁目/１０番","140.99557","43.19793","5","7"
,,,,エビス,040-0052,北海道函館市大町３－１６,,,,0138-23-7059,,,,,,,,,,,,"北海道/函館市/大町/３番","140.70956","41.76917","5","7"
,,,,えびす亭,080-0562,北海道河東郡音更町字東音更西３線７,,,,0155-42-0086,,,,,,,,,,,,"北海道/河東郡/音更町/東音更西/三線","143.21091","43.04173","5","6"
,,,,エピナール,085-0057,北海道釧路市愛国西１丁目３１－２０,,,,0154-65-7441,,,,,,,,,,,,"北海道/釧路市/愛国西/一丁目/３１番","144.38799","43.01345","5","7"
,,,,江別市民会館食堂,067-0074,北海道江別市高砂町６,,,,011-383-5267,,,,,,,,,,,,"北海道/江別市/高砂町/６番","141.53679","43.10423","5","7"
,,,,ＭＫＹアメリカン＆レストランバー,006-0851,北海道札幌市手稲区星置１条４丁目８－１６,,,,011-684-6600,,,,,,,,,,,,"北海道/札幌市/手稲区/星置一条/四丁目/８番","141.20905","43.13464","5","7"
,,,,エランドール,088-0301,北海道白糠郡白糠町東１条南１丁目２－１４,,,,01547-2-2711,,,,,,,,,,,,"北海道/白糠郡/白糠町/東一条南/一丁目/２番","144.07603","42.95552","5","7"
,,,,エル・アペティー,042-0932,北海道函館市湯川町３丁目２－３,,,,0138-57-8841,,,,,,,,,,,,"北海道/函館市/湯川町/三丁目/２番","140.78954","41.77472","5","7"
,,,,エルムガーデン／レストラン,064-0913,北海道札幌市中央区南１３条西２３丁目５－１０,,,,011-551-0707,,,,,,,,,,,,"北海道/札幌市/中央区/南十三条西/二十三丁目/５番","141.32451","43.03897","5","7"
,,,,繪麗,080-0028,北海道帯広市西１８条南５丁目１－９５,,,,0155-41-3181,,,,,,,,,,,,"北海道/帯広市/西十八条南/五丁目/１番地","143.15994","42.90682","5","7"
,,,,欧風キッチンパテ,080-2471,北海道帯広市西２１条南２丁目３２－５,,,,0155-35-1156,,,,,,,,,,,,"北海道/帯広市/西二十一条南/二丁目/３２番","143.14137","42.91968","5","7"
,,,,おうるず宮の沢白い恋人サッカー場レストラン,063-0052,北海道札幌市西区宮の沢２条２丁目１０－３０,,,,011-666-3003,,,,,,,,,,,,"北海道/札幌市/西区/宮の沢二条/二丁目/１０番","141.27202","43.08803","5","7"
,,,,大かまど芝,060-0061,北海道札幌市中央区南１条西４丁目,,,,011-251-0312,,,,,,,,,,,,"北海道/札幌市/中央区/南一条西/四丁目","141.35170","43.05883","5","6"
,,,,大賀,040-0043,北海道函館市宝来町１１－７,,,,0138-27-2115,,,,,,,,,,,,"北海道/函館市/宝来町/１１番","140.72026","41.75961","5","7"
,,,,おおきな木,059-0904,北海道白老郡白老町東町１丁目１－５,,,,0144-82-3313,,,,,,,,,,,,"北海道/白老郡/白老町/東町/一丁目/１番","141.36131","42.55476","5","7"
,,,,おおさか屋モール店,079-2201,北海道勇払郡占冠村字中央,,,,0167-56-2462,,,,,,,,,,,,"北海道/勇払郡/占冠村/中央","142.34752","42.99415","5","5"
,,,,大阪緑風観光株式会社レストラン白鳥,088-3341,北海道川上郡弟子屈町字屈斜路池の湯,,,,015-484-2224,,,,,,,,,,,,"北海道/川上郡/弟子屈町/屈斜路","144.31590","43.56852","5","5"
,,,,大沼展望閣,041-1354,北海道亀田郡七飯町字大沼町１０２３－１７,,,,0138-67-3311,,,,,,,,,,,,"北海道/亀田郡/七飯町/大沼町","140.68341","41.96380","5","5"
,,,,大山,047-0261,北海道小樽市銭函３丁目４,,,,0134-62-4274,,,,,,,,,,,,"北海道/小樽市/銭函/三丁目/４番地","141.17291","43.14505","5","7"
,,,,丘の上のレストランポム（Ｐｏｍｍｅ）,048-1621,北海道虻田郡真狩村字豊川１０８－６,,,,0136-55-5955,,,,,,,,,,,,"北海道/虻田郡/真狩村/豊川","140.80130","42.73164","5","5"
,,,,お食事処陽だまり,044-0215,北海道虻田郡喜茂別町字相川８９－２９,,,,0136-33-3063,,,,,,,,,,,,"北海道/虻田郡/喜茂別町/相川","140.92206","42.79055","5","5"
,,,,御食事処あおば,059-1951,北海道勇払郡安平町追分若草３丁目２７８,,,,0145-25-2778,,,,,,,,,,,,"北海道/勇払郡/安平町/追分若草/三丁目","141.81670","42.85983","5","6"
,,,,オステリア仁泰,070-0034,北海道旭川市４条通５丁目１３１６－１,,,,0166-26-8138,,,,,,,,,,,,"北海道/旭川市/四条通/五丁目/１３１６番地","142.35701","43.76979","5","7"
,,,,オステリアバールルイージ,064-0804,北海道札幌市中央区南４条西５丁目１０－３,,http://r.gnavi.co.jp/7afez5dh0000/,,011-212-1492,,,,,,,,,,,,"北海道/札幌市/中央区/南四条西/五丁目/１０番地","141.35091","43.05556","5","7"
,,,,小樽アバンティ,047-0152,北海道小樽市新光２丁目２１－２５,,,,0134-54-0141,,,,,,,,,,,,"北海道/小樽市/新光/二丁目/２１番","141.05350","43.17006","5","7"
,,,,小樽ゲストハウス・パスタクラブ,047-0034,北海道小樽市緑３丁目９－５,guest@tengu.co.jp,http://www.tengu.co.jp/,"                                                宿泊プランをチェック 5,300円～                                                                                                                                                ",0134-22-4162,,,,,,,,,,,,"北海道/小樽市/緑/三丁目/９番","140.98067","43.18921","5","7"
,,,,小樽ＧＯＬＤＳＴＯＮＥ,047-0031,北海道小樽市色内２丁目６－８,,,,0134-33-5610,,,,,,,,,,,,"北海道/小樽市/色内/二丁目/６番","140.99890","43.20221","5","7"
,,,,小樽シーポートマーケット,047-0008,北海道小樽市築港５－１,,,,0134-24-4114,,,,,,,,,,,,"北海道/小樽市/築港/５番","141.02049","43.18610","5","7"
,,,,株式会社小樽ダイニング,061-3271,北海道小樽市銭函５丁目５０－８,,,,0133-71-2221,,,,,,,,,,,,"北海道/小樽市/銭函/五丁目/５０番地","141.25377","43.17254","5","7"
,,,,小樽天狗亭,047-0023,北海道小樽市最上２丁目１６－１４,,,,0134-32-7575,,,,,,,,,,,,"北海道/小樽市/最上/二丁目/１６番","140.97456","43.17781","5","7"
,,,,小樽Ｍｕｓｅ,047-0032,北海道小樽市稲穂１丁目１１－７,,,,,0134-31-6301,,,,,,,,,,,"北海道/小樽市/稲穂/一丁目/１１番","140.99622","43.19399","5","7"
,,,,オチガビワイナリー,046-0012,北海道余市郡余市町山田町６３５,,,,0135-48-6163,,,,,,,,,,,,"北海道/余市郡/余市町/山田町","140.78137","43.17951","5","5"
,,,,オホーツクビアファクトリー,090-0037,北海道北見市山下町２丁目２－２,,,,0157-23-6300,,,,,,,,,,,,"北海道/北見市/山下町/二丁目/２番","143.88774","43.80416","5","7"
,,,,オムパレス,003-0025,北海道札幌市白石区本郷通２丁目北５－１５,,,,011-864-8216,,,,,,,,,,,,"北海道/札幌市/白石区/本郷通二丁目北/５番","141.40427","43.04824","5","7"
